gender,age,days_diff,max_date_income,offer_id_count,amount_count,amount_mean,reward_count,reward_mean,xid-0b1e1539f2cc45b7b9fa7c272da2e1d7,xid-2298d6c36e964ae4a3e7e9706d1fb8c2,xid-2906b810c7d4411798c6938adc9daaa5,xid-3f207df678b143eea3cee63160fa8bed,xid-4d5c57ea9a6940dd891ad53e9dbe8da0,xid-5a8bc65990b245e5a138643cd4eb9837,xid-9b98b8c7a33c4b65b9aebfe6a799e6d9,xid-ae264e3637204a6fb9bb56bc8210ddfd,xid-f19421c1d4aa40978ebb69ca19b0e20d,xid-fafdcd668e3743c1bb461111dcafc2a4
M,61.0,36,33251.445488535595,7,5,3.016,0,,0,0,0,0,1,1,1,0,1,0
M,61.0,728,61793.1360713918,12,15,4.325333333333333,2,3.5,0,0,1,1,1,1,1,1,0,0
M,36.0,80,67122.74212730424,9,8,2.58875,0,,0,1,0,1,1,0,0,1,0,0
F,84.0,389,95522.16431571596,11,7,24.972857142857144,4,5.25,1,1,1,0,1,0,0,0,0,0
M,50.0,293,120201.2599054528,11,5,27.848000000000003,3,7.333333333333333,0,0,0,0,1,1,0,1,1,1
F,25.0,194,35419.6179178686,7,1,2.6,0,,0,0,0,1,0,0,0,1,1,0
F,77.0,331,76132.24884980146,13,6,18.175,5,4.8,0,0,1,0,1,0,1,0,1,0
M,67.0,106,41926.680754517525,9,6,3.481666666666667,1,3.0,0,1,0,0,0,0,0,0,1,0
M,44.0,357,33423.57295989102,11,16,19.3325,4,5.5,1,0,0,0,0,0,0,1,1,1
F,60.0,303,73552.1524208435,10,4,17.145,3,4.333333333333333,0,1,0,0,0,0,1,0,0,0
M,81.0,11,62143.96807158243,10,5,6.01,1,3.0,0,1,0,1,0,1,0,1,0,0
M,76.0,308,42683.90519674004,10,6,3.6783333333333332,2,4.0,1,1,0,0,1,0,1,1,0,0
M,87.0,1791,55435.62245470802,10,23,4.918260869565217,2,2.0,0,0,0,0,0,1,0,1,0,1
M,80.0,1806,80489.93936085778,10,13,3.7,2,3.5,0,0,1,1,0,1,0,1,1,0
F,28.0,781,40086.35761919359,15,22,8.440454545454545,3,5.0,0,1,1,1,1,1,0,0,0,0
F,65.0,771,88239.53759983866,12,12,16.734166666666667,2,7.5,0,0,0,0,1,1,0,0,1,0
M,33.0,237,52562.08115168795,6,3,4.093333333333334,1,5.0,0,0,0,0,0,1,1,0,0,1
M,44.0,1138,69915.191102445,10,21,2.8190476190476192,2,3.5,1,0,1,0,0,0,1,0,1,0
F,67.0,968,115284.11887984611,5,8,24.15125,1,5.0,0,0,0,0,0,0,1,1,0,0
F,53.0,459,92536.01718680003,9,7,109.41142857142857,2,3.0,0,1,0,1,0,1,0,0,0,0
F,83.0,203,63667.66718323909,14,12,15.265833333333333,4,6.25,0,1,0,0,1,1,0,1,0,1
F,57.0,56,61724.5401703291,13,9,17.768888888888892,4,7.0,1,1,0,0,1,1,0,1,0,0
M,87.0,186,43679.903467350385,8,6,1.3083333333333333,0,,1,0,1,0,0,1,0,0,0,1
F,63.0,412,82897.46090750942,13,5,127.654,3,6.666666666666667,0,0,0,1,0,1,0,1,1,0
M,57.0,177,53977.352056528514,6,0,,0,,1,0,0,0,0,0,0,1,0,1
M,64.0,1062,118842.83352247489,7,5,25.607999999999997,2,5.0,0,0,1,0,0,0,1,0,1,0
M,53.0,70,62921.885022073664,9,13,17.124615384615385,2,3.5,0,0,0,1,0,0,0,0,1,1
M,45.0,761,68094.84481099513,10,5,12.334,2,5.0,1,0,0,1,0,0,1,0,0,0
M,41.0,1015,107761.78199455365,15,14,23.742142857142856,5,5.8,0,0,1,0,1,0,1,1,0,1
F,60.0,523,131757.1305878902,9,9,27.684444444444445,3,5.666666666666667,0,0,0,0,0,0,0,1,1,1
O,56.0,479,66376.47824682773,11,12,12.799166666666666,3,7.333333333333333,0,0,0,1,1,0,0,1,0,1
M,66.0,179,82038.64284357674,11,4,23.55,2,7.5,0,0,0,1,0,0,1,1,1,0
F,42.0,71,61920.07051354949,7,4,4.925,0,,0,0,0,1,0,1,1,1,1,0
M,57.0,113,66567.30657970493,9,11,17.471818181818183,3,3.0,0,0,0,0,0,0,1,0,0,1
M,50.0,349,119476.25010981727,12,5,28.595999999999997,3,4.333333333333333,1,1,0,0,1,1,1,1,0,0
F,83.0,557,71975.64087953769,9,15,16.992666666666665,1,10.0,0,0,0,1,0,1,0,1,0,0
F,64.0,24,70355.1294412917,9,2,11.835,1,2.0,0,0,1,0,1,0,0,1,0,0
M,86.0,338,66579.87919149247,8,3,3.1300000000000003,0,,1,1,0,1,0,0,0,0,1,1
F,43.0,181,40517.17217003251,7,8,1.73875,0,,0,1,1,1,0,1,0,0,0,1
M,81.0,580,96057.3600578549,11,6,20.451666666666664,3,3.0,0,0,0,0,0,1,0,0,1,1
M,52.0,136,101880.00965851064,10,3,34.263333333333335,3,3.3333333333333335,0,1,1,0,0,0,1,0,0,1
F,44.0,136,78210.91650552332,9,0,,0,,1,0,0,0,0,1,1,0,0,1
F,30.0,122,70797.97998673102,11,9,19.166666666666668,2,10.0,1,0,0,1,1,1,0,1,0,0
M,50.0,30,56355.35436507309,7,4,2.0999999999999996,0,,0,0,1,0,0,1,1,1,0,0
F,55.0,675,104918.5903650009,12,15,26.313333333333333,2,3.5,0,0,0,1,0,1,1,0,0,1
M,41.0,1348,73080.52438796678,16,10,15.166999999999998,5,4.4,1,1,1,0,0,0,0,1,0,1
F,34.0,283,66873.70829354647,15,14,14.856428571428571,4,6.25,0,1,1,1,1,1,0,1,0,0
F,53.0,1196,115814.39454702492,9,7,27.298571428571428,3,5.666666666666667,0,0,0,0,0,0,0,1,1,1
F,65.0,6,93117.72996461515,9,4,24.14,2,6.0,0,0,0,1,0,1,0,1,0,1
F,74.0,622,103752.63482577795,8,6,26.008333333333336,2,3.5,0,0,0,1,0,1,0,0,1,1
M,66.0,523,80394.1813756618,13,10,22.339,4,6.75,0,0,0,1,0,0,1,1,0,1
F,42.0,1092,89382.99431964297,5,4,19.7625,1,5.0,0,0,0,1,0,0,0,0,1,0
F,88.0,367,96160.54276860572,15,16,24.909375,6,8.333333333333334,1,0,0,0,1,0,0,1,0,0
F,22.0,330,61107.370138940256,7,4,2.5,0,,0,1,0,0,0,1,1,0,0,0
M,63.0,317,75907.84313217041,17,12,20.331666666666667,5,5.4,1,0,0,0,1,1,1,0,0,1
F,67.0,788,96821.66248528729,13,14,24.06714285714286,3,5.666666666666667,0,0,0,0,1,1,0,0,1,1
F,56.0,230,62981.470289880555,12,16,18.486250000000002,4,4.25,0,1,0,0,1,0,0,0,0,1
M,71.0,289,65895.53344561804,11,3,20.003333333333334,3,7.666666666666667,0,1,0,0,1,0,0,1,0,0
M,76.0,1415,72772.62567718897,8,4,14.842500000000001,1,5.0,1,0,0,0,0,1,1,0,0,0
F,60.0,76,92470.00033816368,9,2,23.595,1,10.0,0,0,0,0,1,1,0,0,0,0
F,52.0,992,113403.68963239343,9,3,24.656666666666666,2,3.5,0,0,0,1,0,1,0,0,1,1
O,58.0,1233,101158.59665858721,12,5,18.926,2,2.0,0,1,0,0,0,1,0,0,0,1
F,43.0,387,65101.289111804144,15,11,13.69,5,6.6,0,1,0,1,0,0,1,1,1,0
M,77.0,146,81469.7893676453,9,2,15.57,1,10.0,0,0,0,0,1,1,0,1,0,0
M,65.0,7,68100.43973627072,10,6,3.7816666666666667,1,3.0,1,1,0,0,1,1,0,0,0,0
M,56.0,227,71333.86268883533,9,1,27.75,1,10.0,1,0,0,0,0,0,0,1,1,1
M,69.0,1053,93645.41285623708,10,11,19.35272727272727,3,5.666666666666667,0,0,0,1,1,0,0,0,1,1
F,34.0,233,65122.032972469664,14,12,15.495833333333332,5,4.6,0,1,1,0,0,0,1,1,0,0
M,27.0,24,70355.1294412917,6,5,3.308,0,,0,0,0,1,1,1,0,0,0,0
F,34.0,504,57830.320311388714,8,14,15.11,3,4.0,1,0,1,0,0,0,1,0,0,0
F,80.0,473,110487.59599453169,7,3,22.886666666666667,2,5.0,1,0,0,1,0,0,0,0,1,0
M,63.0,66,75037.00082826988,13,1,10.76,2,6.0,0,0,0,0,1,1,0,0,1,1
F,42.0,564,37167.256941287196,11,15,9.162666666666667,2,6.5,0,1,0,1,1,0,0,0,0,0
M,56.0,75,54860.73916760977,10,5,2.952,0,,0,0,0,0,1,0,0,0,1,1
M,62.0,143,31948.941948972453,7,9,4.75,1,2.0,0,0,1,0,1,1,0,0,0,1
M,70.0,82,36627.84766246153,8,7,2.98,0,,1,1,0,0,1,1,1,0,0,0
M,58.0,995,123342.87670265384,8,6,28.355,2,3.5,0,0,0,0,0,0,1,0,1,1
M,29.0,650,60785.16864316256,13,13,12.98076923076923,5,5.8,1,0,1,0,1,0,0,1,0,0
F,88.0,859,61126.63186420071,6,8,13.092500000000001,2,3.0,0,1,0,0,0,0,0,0,0,0
F,72.0,1061,130074.19895878587,12,6,27.813333333333333,3,3.3333333333333335,0,1,0,0,1,1,0,0,1,1
M,54.0,331,79349.10443500434,8,6,20.738333333333333,2,7.5,0,0,0,1,0,0,0,1,1,0
M,64.0,567,83397.49493595844,15,25,4.110399999999999,4,2.0,0,0,1,0,1,0,0,1,0,1
M,84.0,1008,79156.1170962797,8,11,16.95,2,10.0,0,0,0,0,1,1,0,1,0,0
M,23.0,1611,99719.64701398669,10,18,4.023333333333333,3,4.333333333333333,0,1,0,0,0,0,1,1,1,0
M,63.0,241,65231.97464659425,8,3,10.82,0,,0,0,0,0,0,1,1,0,1,0
F,65.0,344,55911.87911979968,11,10,2.936,2,3.0,0,1,0,1,0,1,0,1,0,0
M,37.0,278,46656.233285061986,7,1,2.5300000000000002,0,,0,0,0,0,1,1,1,1,0,0
M,29.0,263,42280.820796515,7,5,5.51,1,3.0,0,1,1,0,1,0,0,0,1,0
M,77.0,1808,112733.4452652262,9,5,17.726,2,6.5,0,1,0,0,1,1,1,0,0,0
M,52.0,502,90043.86520455567,10,13,21.197692307692307,2,5.0,0,0,0,1,0,0,0,0,1,0
M,65.0,250,74843.02490753733,12,14,21.65857142857143,3,4.333333333333333,1,1,0,1,0,1,0,0,1,0
M,36.0,172,39403.424648360866,11,5,3.242,1,5.0,0,0,1,1,1,1,0,0,1,0
M,44.0,382,69368.20430767497,12,9,15.299999999999999,2,2.5,1,1,1,1,0,1,0,0,0,0
F,61.0,133,116213.74873411823,12,4,29.2875,3,3.6666666666666665,0,1,0,0,0,0,1,1,1,0
O,70.0,310,36296.62263339604,5,5,2.258,0,,0,1,0,1,0,1,0,0,0,0
F,53.0,978,50389.634362568904,10,11,8.684545454545455,4,4.25,1,0,1,0,1,0,1,0,0,0
M,49.0,353,70022.60265642719,10,9,68.64666666666668,3,4.0,1,0,1,1,0,0,1,0,0,0
F,21.0,81,36620.125415546034,12,10,9.793000000000001,4,3.0,1,1,1,1,0,0,0,0,0,0
F,63.0,755,89114.91589954992,5,1,31.53,1,10.0,1,0,0,0,1,0,1,0,0,0
M,52.0,779,117851.34291847104,16,8,23.97125,4,4.75,0,0,1,1,0,1,1,1,0,0
F,51.0,470,97167.60103349763,17,10,25.003,5,4.8,1,0,1,0,1,0,1,0,0,1
M,53.0,1687,75641.07986914723,8,17,2.5876470588235296,1,3.0,1,1,0,1,0,0,0,1,0,0
M,40.0,348,52730.648522712654,11,3,5.843333333333334,1,3.0,1,1,0,1,0,1,0,0,1,0
M,26.0,158,67201.92630424652,9,5,3.7840000000000003,1,5.0,0,0,0,0,0,1,1,0,1,0
M,67.0,627,100438.0503990639,9,10,22.444,3,5.666666666666667,0,0,1,0,0,0,0,1,1,0
F,53.0,611,60287.367518193925,12,12,15.255,3,2.3333333333333335,0,1,1,1,0,1,0,0,0,0
M,30.0,506,46728.80645272696,10,16,2.771875,1,5.0,0,0,0,0,1,1,0,1,1,0
M,79.0,361,84168.98120678023,9,4,19.9475,1,10.0,0,0,0,0,1,0,0,0,0,1
M,44.0,174,57055.32792399325,11,3,16.61,3,5.666666666666667,1,0,1,1,0,0,0,1,0,0
M,67.0,315,76944.51300598115,7,3,4.613333333333333,1,5.0,0,1,0,1,0,1,1,0,0,0
M,42.0,262,33817.525386891444,10,5,1.1320000000000001,0,,1,0,1,0,0,1,0,0,1,1
M,27.0,856,47912.13964109164,8,25,2.9760000000000004,1,2.0,0,0,0,0,1,0,1,1,0,1
M,83.0,87,54999.724995405755,11,1,16.99,1,2.0,1,0,1,1,0,0,0,0,0,1
M,48.0,1055,122414.95149792389,5,4,27.805,1,2.0,0,0,1,0,0,0,0,0,0,1
F,52.0,239,85186.48740326965,4,2,17.86,0,,0,0,1,0,0,1,0,0,0,0
M,48.0,421,75405.12677856976,12,14,14.146428571428572,4,5.75,0,1,0,0,1,1,1,0,0,0
M,37.0,558,66366.53598860705,9,18,3.7283333333333335,2,7.5,0,0,0,0,1,0,1,0,1,0
M,41.0,914,60627.093857664884,11,15,4.4159999999999995,1,5.0,1,0,0,1,1,0,0,0,1,0
M,36.0,222,56587.78944502981,6,3,19.573333333333334,1,10.0,0,1,0,1,1,0,0,0,0,0
M,72.0,149,67074.52018344532,10,8,17.21375,2,7.5,1,0,1,0,0,1,0,1,0,0
F,66.0,862,94746.264733592,10,11,19.004545454545454,4,6.75,0,0,1,0,1,0,1,1,0,0
M,59.0,240,77841.10343072528,8,1,2.39,0,,0,1,0,1,1,0,0,0,0,0
M,54.0,862,83952.38647280305,11,14,60.31285714285714,3,6.666666666666667,0,0,0,0,0,1,0,1,1,0
M,41.0,1057,42488.407144888355,12,18,2.8622222222222224,2,4.0,1,1,0,1,0,1,0,0,1,0
F,83.0,970,89566.91894643466,14,17,17.88529411764706,4,3.5,0,0,1,1,0,0,1,0,1,0
F,80.0,245,61074.9495788931,9,7,4.182857142857143,2,4.0,0,1,0,0,0,1,1,1,0,0
M,72.0,875,76967.151729558,17,6,17.400000000000002,5,4.2,0,0,1,1,1,0,0,0,1,1
M,21.0,85,35632.940170262045,12,7,3.0714285714285716,1,5.0,0,0,1,1,1,0,1,0,1,1
F,52.0,415,92772.93105285606,5,2,24.28,2,7.5,0,0,0,0,1,0,1,0,0,0
M,65.0,1296,114339.54971781885,7,3,28.73333333333333,1,5.0,0,0,0,0,0,1,1,0,1,0
M,60.0,634,37719.90109428293,10,12,2.6533333333333333,1,2.0,1,0,1,0,0,1,1,0,1,0
M,49.0,624,60452.84659760995,12,13,13.296153846153846,4,5.0,0,0,0,1,0,0,1,0,1,0
F,51.0,866,67218.5780088684,12,20,13.154499999999999,4,7.0,0,1,0,0,0,0,0,1,1,0
F,57.0,670,126691.03384540438,11,6,24.55666666666667,3,6.0,0,1,0,0,1,0,1,0,1,0
F,65.0,893,90538.8553193011,12,4,22.3425,3,5.666666666666667,0,1,1,0,0,1,1,1,0,0
F,65.0,607,73875.0044206456,9,10,17.066,1,5.0,1,0,0,1,0,1,1,0,0,0
F,49.0,60,73929.3990719854,6,4,19.07,2,3.5,1,0,1,0,0,1,0,0,0,0
M,61.0,302,43695.68786122051,3,4,4.92,0,,0,0,0,0,1,0,1,0,0,0
M,51.0,1753,78148.26816185395,13,6,15.546666666666667,2,4.0,1,1,0,1,0,1,1,0,0,0
F,38.0,129,49323.51477786268,9,5,10.844,2,5.0,1,0,0,1,0,0,1,0,1,0
M,75.0,96,62247.33182971412,4,4,10.34,0,,0,0,0,1,0,0,0,0,0,0
M,73.0,1715,64603.846801482054,10,22,3.463636363636364,2,4.0,1,1,0,1,0,1,0,0,1,0
M,55.0,40,69584.41301300947,8,5,5.082000000000001,1,3.0,0,1,0,1,0,0,0,0,0,0
M,67.0,212,95160.04573307672,12,4,25.762500000000003,0,,0,0,1,0,0,1,1,1,1,0
F,57.0,257,88677.46566306135,12,6,26.305000000000003,4,5.5,0,0,1,0,1,1,1,0,1,0
M,26.0,77,70129.40101841593,12,8,5.46625,2,6.0,0,0,1,1,1,0,0,1,0,1
M,61.0,901,78599.4791489614,11,16,17.241875,4,5.5,0,0,0,0,1,0,1,0,1,1
M,28.0,191,49972.54601354927,14,20,29.648000000000003,5,7.4,0,0,1,0,1,0,1,1,0,0
F,50.0,303,69288.25952688156,15,6,20.096666666666668,5,4.4,0,0,0,0,0,0,1,0,1,1
F,38.0,1009,47008.85540006732,13,21,8.775238095238095,4,3.0,0,1,1,0,1,0,1,0,0,1
M,24.0,299,41537.90750690043,11,2,1.495,0,,0,0,0,1,1,0,1,0,1,0
F,29.0,767,38792.66467298043,15,18,9.31388888888889,5,7.0,1,0,0,0,1,0,0,0,1,0
F,90.0,1028,96879.20128880319,15,9,21.205555555555556,5,7.0,1,0,0,0,1,0,1,0,1,0
F,85.0,596,99783.68632774266,5,7,19.895714285714284,1,2.0,0,0,0,0,0,1,0,0,0,1
F,43.0,234,82995.57222286309,11,3,16.263333333333332,3,2.3333333333333335,0,1,0,0,1,0,0,0,0,1
M,64.0,562,99070.89773936511,11,6,20.283333333333335,4,5.0,1,1,1,0,0,0,0,1,0,0
M,38.0,320,102700.90049111334,14,4,23.9325,4,5.0,1,1,1,1,0,0,0,1,0,0
F,48.0,403,48990.96597576541,11,13,11.460769230769232,4,5.0,0,1,1,0,0,0,1,1,0,1
O,57.0,337,97701.4780084079,13,3,23.923333333333332,2,7.5,1,1,0,0,1,1,0,0,1,0
M,63.0,70,60892.14679555516,13,2,12.32,2,7.5,0,1,0,0,0,0,0,1,1,0
F,63.0,1088,115722.5753977296,4,3,31.52333333333333,0,,0,0,0,0,0,1,0,0,1,0
M,56.0,715,73251.15576623057,11,9,14.724444444444446,3,4.0,0,0,1,1,0,1,1,0,1,0
M,70.0,341,54801.97436374825,12,6,11.299999999999999,2,7.5,1,1,0,0,0,1,1,1,0,0
M,32.0,276,42396.87481563019,10,4,1.1724999999999999,0,,1,0,1,0,0,1,0,1,0,1
M,80.0,54,113282.521458988,14,4,24.23,3,5.333333333333333,0,1,0,0,0,1,0,1,1,0
F,87.0,262,87714.20647224969,11,9,20.32,3,3.0,0,0,0,0,0,1,1,0,0,1
M,55.0,1129,73588.96685597886,11,11,3.4963636363636366,2,3.5,1,0,1,0,0,1,1,0,0,0
M,25.0,58,73898.22929659001,8,7,3.5271428571428567,0,,1,0,0,0,1,1,0,1,0,0
M,62.0,68,64924.23864201294,8,6,5.008333333333334,2,4.0,1,1,0,1,0,0,1,0,0,0
F,53.0,359,49617.1889258418,6,6,9.093333333333334,1,5.0,0,0,0,1,0,1,1,0,0,0
M,19.0,455,48430.383262679126,14,13,10.904615384615385,4,4.75,1,0,1,0,1,1,0,0,0,1
F,47.0,433,46015.05413752497,9,9,2.9355555555555553,2,3.5,1,0,1,0,0,1,0,0,1,0
M,58.0,127,80116.91873730968,10,0,,0,,0,1,0,0,0,0,1,1,1,1
M,54.0,333,48273.18649833661,3,3,3.9066666666666667,0,,0,0,1,0,0,0,1,0,0,0
M,60.0,761,61050.55052020252,6,13,5.049230769230769,1,5.0,0,0,0,1,1,0,0,0,1,0
M,83.0,501,66685.09723102268,5,12,2.5875,0,,1,0,0,0,0,1,1,0,0,0
F,82.0,338,69801.48624914532,7,5,3.768,0,,0,1,0,1,0,1,0,0,0,1
M,49.0,182,42603.95806097051,8,5,7.422,1,2.0,1,0,1,0,1,0,0,0,1,0
M,49.0,44,68633.80520149687,7,5,4.218,1,2.0,0,0,0,0,0,1,0,0,1,1
M,73.0,718,66316.79106968461,7,17,2.3405882352941174,1,3.0,0,1,0,0,1,0,0,0,0,0
F,50.0,19,87349.23772232023,10,2,26.47,2,2.0,0,0,1,0,0,0,1,0,1,0
F,32.0,961,58781.662491249874,4,9,3.1199999999999997,0,,0,0,0,0,1,1,0,0,0,0
F,52.0,772,75313.61711722075,11,10,15.607,3,7.333333333333333,0,0,0,0,1,0,0,0,1,1
F,45.0,154,43386.17543845315,7,9,8.113333333333333,2,7.5,0,1,0,0,1,0,0,0,1,0
F,85.0,268,95232.1934591152,9,5,21.038,2,10.0,0,0,0,1,1,0,0,1,0,0
M,73.0,72,38581.29277220207,6,4,2.1275,0,,0,1,0,1,0,0,0,1,0,0
F,20.0,795,75679.74509319771,9,9,16.443333333333335,3,8.333333333333334,0,0,0,1,1,0,1,1,0,0
M,22.0,282,56246.972914663595,7,6,3.0850000000000004,1,2.0,0,0,1,0,0,1,0,0,0,1
F,43.0,919,82539.82029250839,16,12,19.555,4,6.75,0,0,1,1,1,1,1,1,0,0
F,67.0,280,59405.7069072994,8,2,11.315,0,,0,0,0,1,1,0,0,0,1,0
F,70.0,744,94757.70569855857,14,7,20.165714285714284,4,7.5,1,0,0,1,1,0,0,1,1,0
F,72.0,415,80767.0223283688,13,22,17.299090909090907,3,10.0,0,0,0,1,1,0,0,1,0,0
F,44.0,927,51066.544562016315,8,11,8.43,3,4.333333333333333,0,1,0,0,0,0,1,0,0,0
M,47.0,1249,91090.14305653112,9,5,130.19,3,10.0,0,0,0,0,0,0,0,1,0,0
F,75.0,265,104689.17004084043,14,12,69.12916666666666,4,7.0,0,1,0,1,1,0,0,0,1,0
M,27.0,335,59025.44731510825,9,4,2.2024999999999997,0,,0,0,1,1,1,0,1,0,1,1
F,66.0,788,116894.44617126149,11,15,25.285999999999998,3,3.0,0,0,1,1,0,0,1,0,0,1
M,38.0,136,36018.18523280679,8,9,3.231111111111111,1,5.0,0,0,0,0,1,1,0,0,1,0
M,89.0,907,144079.66979247876,11,11,24.595454545454547,4,5.75,0,1,0,0,1,0,1,0,1,0
F,73.0,1403,75277.19861646579,14,8,15.3925,3,3.3333333333333335,1,1,1,1,0,0,0,1,1,0
F,22.0,91,32619.92996000982,7,4,19.19,1,5.0,1,0,0,1,1,0,0,0,0,0
F,90.0,270,69866.3986217304,14,17,18.973529411764705,4,7.0,0,1,0,0,0,1,1,1,0,0
M,29.0,969,53974.15841870767,10,14,2.2714285714285714,2,4.0,0,1,0,0,0,0,1,1,0,0
F,51.0,1062,115089.90193755463,4,6,27.113333333333333,0,,0,0,0,1,0,0,0,0,1,0
M,76.0,250,35840.32178670802,13,25,3.278,3,2.6666666666666665,0,1,0,0,1,0,1,0,0,1
F,46.0,743,81872.11056299179,6,8,22.4675,2,2.5,0,1,1,0,0,0,0,0,0,0
F,53.0,105,93037.1600804778,11,3,27.203333333333333,3,4.666666666666667,0,0,0,0,1,0,0,0,0,1
F,67.0,214,88923.24841706094,9,6,24.465,3,3.3333333333333335,0,1,0,0,0,0,0,0,1,1
F,53.0,245,77923.2115316912,10,4,21.76,3,5.666666666666667,1,0,1,0,1,0,1,1,0,0
M,71.0,336,78359.3869412433,11,11,16.887272727272727,4,7.5,1,0,0,0,1,0,0,0,1,0
M,35.0,35,53392.57756603665,7,5,2.118,0,,1,0,0,0,1,1,1,0,0,0
M,64.0,282,66859.60931365674,7,5,5.104,0,,0,1,0,1,1,0,0,0,0,0
F,95.0,1,41008.64585033345,10,12,10.12,3,3.0,0,0,0,1,0,0,1,0,0,1
M,65.0,315,60914.40612973508,4,2,13.81,0,,1,0,0,0,0,1,0,0,0,0
M,78.0,1416,86267.2255535964,6,13,2.3623076923076924,0,,1,0,0,0,0,0,1,1,0,0
M,49.0,1406,44387.84669866033,13,15,3.2733333333333334,3,3.0,1,0,1,0,0,0,0,0,1,1
M,54.0,457,82586.60944116364,8,4,17.8875,3,6.666666666666667,1,0,0,0,0,0,1,1,0,0
M,67.0,1816,142254.6149024054,8,9,30.035555555555554,2,2.5,0,1,1,1,0,0,0,0,0,0
F,62.0,541,48195.764237694595,11,13,9.279230769230768,3,4.0,1,0,1,1,0,0,1,0,0,0
M,35.0,273,64614.34893753908,12,23,3.7673913043478264,1,3.0,0,1,1,1,1,0,0,1,0,0
F,73.0,1021,68211.50517798809,11,13,12.70923076923077,3,6.666666666666667,1,0,0,0,1,0,0,1,1,0
F,23.0,977,38091.44712899449,8,12,7.436666666666667,2,3.5,0,0,0,1,0,0,1,0,0,1
M,88.0,302,55418.92118984065,6,2,9.525,0,,1,0,0,1,0,0,1,0,0,0
F,74.0,851,110081.80504094572,10,4,24.785,2,6.0,0,0,0,1,1,1,0,0,0,1
M,57.0,1514,75683.7418689656,14,11,3.4936363636363637,3,3.3333333333333335,1,1,0,1,0,1,0,0,1,1
M,53.0,293,85098.23710120552,10,0,,0,,0,1,0,0,0,0,1,1,0,0
M,50.0,50,37392.13996683878,7,5,1.574,0,,1,0,0,0,1,0,1,0,0,1
M,25.0,5,45047.46675446031,7,7,2.705714285714286,0,,0,0,1,1,0,0,0,1,1,0
F,60.0,224,72337.11829167616,12,13,19.554615384615385,4,5.0,0,1,1,1,0,0,0,1,1,0
F,40.0,1524,45506.09462234711,10,19,6.970526315789473,1,5.0,0,1,1,0,1,0,1,1,0,0
M,63.0,1648,111824.67293267754,9,9,18.526666666666667,3,3.0,0,0,1,0,0,0,1,0,0,1
F,80.0,399,85933.85456019639,8,4,19.2725,2,3.5,1,0,1,1,0,0,1,0,0,0
O,69.0,151,47488.14371011723,9,8,2.7775,1,5.0,0,1,0,0,0,0,0,1,1,0
M,29.0,343,53750.08771316739,12,9,15.005555555555556,4,5.0,0,1,0,0,0,0,0,1,1,1
F,51.0,260,73944.64742957377,7,4,2.2775,0,,1,1,0,1,1,0,0,0,0,0
F,57.0,852,88562.73225191676,12,10,24.578,3,5.0,0,1,0,1,1,1,0,0,0,1
F,50.0,703,122936.52532002864,11,9,30.926666666666662,3,5.0,0,1,0,0,0,1,0,1,0,1
M,62.0,31,46301.66000464154,7,3,2.21,0,,0,0,1,0,0,1,0,1,0,0
M,20.0,358,62547.613737818436,10,16,14.595,3,4.333333333333333,1,1,0,0,0,1,0,0,0,0
F,63.0,894,41052.93626616232,16,17,8.93235294117647,4,4.75,0,0,1,0,0,1,0,1,1,1
M,30.0,779,57747.15803005081,8,8,4.0875,1,5.0,0,1,0,1,1,0,0,1,1,0
F,26.0,276,50876.249778756224,13,7,10.758571428571429,4,5.0,0,1,1,1,1,0,0,0,1,0
F,62.0,449,70355.13032046157,5,9,14.847777777777777,1,2.0,0,0,0,1,0,0,0,0,0,1
M,25.0,459,35251.81607116192,12,21,2.4695238095238095,2,4.0,0,1,1,0,0,0,1,1,1,0
F,28.0,263,45451.88235625363,6,5,2.198,0,,1,0,1,0,0,1,0,0,0,1
F,68.0,862,106739.46280113529,13,11,24.85909090909091,5,6.4,1,0,0,0,1,0,0,1,0,1
M,75.0,1634,129842.34954505492,8,7,23.155714285714286,2,5.0,1,0,0,1,0,0,1,0,0,0
M,26.0,19,70280.99586853353,9,3,4.42,1,2.0,1,0,1,0,0,1,0,1,0,1
F,52.0,962,66143.31529383372,9,13,3.0646153846153843,2,3.5,0,0,1,1,0,0,1,0,0,0
M,54.0,644,129434.71394268527,14,5,23.792,3,6.666666666666667,1,0,0,1,0,0,1,1,1,0
M,79.0,608,114814.59783913149,10,5,23.464,2,3.0,0,1,0,1,0,0,0,0,0,0
M,28.0,24,47238.44405343872,4,6,5.138333333333334,0,,1,0,0,0,0,1,1,0,0,0
M,55.0,1021,76892.96947336839,11,16,16.0075,4,5.5,0,0,0,0,0,0,1,1,1,1
M,27.0,195,61476.415691199356,6,6,3.328333333333333,0,,1,0,0,0,1,0,0,0,0,1
F,21.0,1280,47153.56956794902,9,15,3.478,1,2.0,0,0,1,1,1,0,0,0,1,1
F,61.0,130,65778.55445915638,13,7,13.808571428571428,3,3.0,0,0,1,1,0,1,1,0,0,0
M,40.0,735,68890.189958256,14,12,14.409999999999998,4,2.75,1,0,1,0,0,0,0,0,1,1
M,67.0,188,37455.709162661595,9,5,1.968,0,,1,0,0,1,0,0,0,1,0,1
F,66.0,224,92256.03492271743,15,7,24.534285714285716,3,4.666666666666667,0,0,0,1,0,1,0,1,0,1
M,55.0,252,32691.72378777603,7,7,2.5171428571428573,0,,0,1,1,0,1,0,0,1,0,0
